project_id,category,location,project_cost,planned_duration_months,planned_progress,actual_progress,progress_deviation,expenditure_percentage,cost_progress_ratio,resource_availability,material_availability,workforce_availability,contractor_performance,delay_days,milestone_completion_rate,change_requests,weather_impact,previous_delay_count,risk_history,risk_level,predicted_delay_months,predicted_cost_overrun_percentage
PRJ-5016,Metro,Kerala,1931.53,52,87.4,80.1,7.3,89.7,1.12,82.4,71.1,72.4,73.1,27,88.9,2,5.0,1,4.7,MEDIUM,3.4,7.4
PRJ-5017,Urban Development,Bihar,4005.21,33,88.9,52.8,36.1,72.1,1.366,36.8,33.5,46.8,37.0,169,63.4,6,8.0,2,7.8,CRITICAL,13.8,23.3
PRJ-5018,Bridge,Himachal Pradesh,4335.94,51,23.8,22.7,1.1,23.6,1.04,88.7,86.8,96.1,85.2,0,95.1,1,3.5,0,1.8,LOW,0.4,0.3
PRJ-5019,Water Supply,Himachal Pradesh,2025.95,44,39.6,35.2,4.4,36.9,1.048,79.6,79.2,75.8,75.2,33,88.3,1,3.5,0,3.6,MEDIUM,2.4,6.6
PRJ-5020,Power Infrastructure,Uttar Pradesh,5592.93,37,68.2,46.1,22.1,55.9,1.213,42.3,38.8,38.4,36.5,226,62.9,4,7.5,2,8.3,CRITICAL,11.8,21.5
PRJ-5021,Highway,Delhi NCR,680.09,39,28.5,25.6,2.9,25.6,1.0,84.1,70.7,77.8,72.7,25,86.2,1,3.8,0,3.9,MEDIUM,1.2,9.0
PRJ-5022,Airport,Bihar,1647.65,60,51.6,50.1,1.5,49.4,0.986,74.9,76.2,80.3,70.8,12,97.8,1,3.1,1,3.5,MEDIUM,1.7,5.2
PRJ-5023,Highway,Uttar Pradesh,782.73,49,70.0,60.5,9.5,64.2,1.061,72.2,78.0,84.7,79.8,38,80.2,1,3.7,1,3.7,MEDIUM,2.3,7.0
PRJ-5024,Power Infrastructure,Madhya Pradesh,5182.35,36,40.0,20.3,19.7,25.1,1.236,66.8,57.2,59.6,64.1,55,55.6,3,3.5,1,7.1,HIGH,6.0,10.8
PRJ-5025,Airport,Assam,2354.95,24,73.9,34.8,39.1,48.0,1.379,41.7,48.4,36.6,32.7,147,48.5,2,9.2,5,8.3,CRITICAL,12.1,24.7
PRJ-5026,Irrigation,West Bengal,304.05,32,56.9,31.6,25.3,39.1,1.237,48.7,38.7,44.1,43.4,136,60.5,3,8.0,2,9.4,CRITICAL,11.5,26.5
PRJ-5027,Urban Development,Telangana,912.92,30,34.7,32.3,2.4,33.2,1.028,83.6,78.8,85.7,82.2,33,98.2,2,3.8,0,4.5,MEDIUM,2.6,8.0
PRJ-5028,Highway,Bihar,3477.87,20,24.0,16.1,7.9,16.8,1.043,85.9,71.9,81.7,81.9,29,71.6,1,1.5,1,3.4,MEDIUM,2.0,9.0
PRJ-5029,Urban Development,Tamil Nadu,543.92,12,53.2,51.2,2.0,52.3,1.021,73.7,77.4,77.1,77.2,27,100.0,0,1.6,1,2.6,MEDIUM,1.5,7.0
PRJ-5030,Airport,Tamil Nadu,5483.86,42,30.9,30.2,0.7,30.3,1.003,92.5,90.4,96.3,91.5,2,96.7,1,0.4,0,1.1,LOW,0.7,1.9
PRJ-5031,Water Supply,Gujarat,1295.33,17,67.5,61.4,6.1,65.8,1.072,75.6,76.2,76.1,77.4,32,86.5,1,3.8,0,4.4,MEDIUM,3.4,5.1
PRJ-5032,Metro,Himachal Pradesh,10007.33,50,84.6,63.0,21.6,78.7,1.249,59.3,57.9,67.3,64.1,77,79.3,2,7.1,2,7.1,HIGH,6.4,15.0
PRJ-5033,Airport,Odisha,4615.45,48,78.4,57.7,20.7,75.0,1.3,69.8,54.9,61.2,58.4,70,72.0,9,4.9,1,6.0,HIGH,5.1,19.8
PRJ-5034,Bridge,Uttarakhand,5399.0,38,88.3,76.7,11.6,86.8,1.132,65.7,54.0,64.5,65.4,50,84.8,3,4.9,1,5.7,HIGH,4.8,16.5
PRJ-5035,Irrigation,Andhra Pradesh,1701.81,29,80.9,72.9,8.0,86.8,1.191,62.3,52.5,59.1,64.2,57,96.1,6,6.0,2,5.1,HIGH,5.2,12.6
PRJ-5036,Airport,Delhi NCR,3566.42,68,59.2,51.3,7.9,58.0,1.131,73.6,72.1,79.0,73.2,34,89.3,2,3.5,0,3.7,MEDIUM,2.0,7.4
PRJ-5037,Airport,Rajasthan,1409.65,65,89.7,71.1,18.6,83.4,1.173,60.4,59.1,66.3,56.6,52,74.1,2,3.7,3,5.4,HIGH,6.3,10.5
PRJ-5038,Irrigation,Andhra Pradesh,1493.54,29,54.3,52.8,1.5,57.8,1.095,75.3,72.7,83.9,70.0,33,100.0,3,3.5,1,3.8,MEDIUM,2.6,6.9
PRJ-5039,Bridge,Delhi NCR,5450.25,35,79.0,77.1,1.9,78.0,1.012,94.1,91.8,94.9,95.7,9,98.2,0,1.8,0,0.7,LOW,0.1,0.3
PRJ-5040,Irrigation,Maharashtra,531.01,15,77.0,63.1,13.9,70.8,1.122,59.4,68.3,65.7,62.6,86,85.0,1,3.9,1,6.5,HIGH,8.4,19.4
PRJ-5041,Metro,Maharashtra,5759.41,41,68.5,68.5,0.0,73.6,1.074,93.2,95.0,93.5,93.7,6,97.7,1,1.7,0,0.9,LOW,0.2,2.2
PRJ-5042,Power Infrastructure,Maharashtra,2568.48,36,50.6,47.0,3.6,51.8,1.102,83.6,74.8,76.5,71.6,40,94.2,2,1.8,0,4.4,MEDIUM,3.8,8.6
PRJ-5043,Highway,Bihar,809.43,46,25.7,16.7,9.0,18.8,1.126,57.3,56.8,57.7,65.4,81,64.8,4,3.8,2,6.3,HIGH,7.0,15.5
PRJ-5044,Water Supply,Himachal Pradesh,637.68,42,68.5,68.5,0.0,73.0,1.066,91.9,90.7,94.3,87.8,10,100.0,0,3.3,0,0.7,LOW,0.3,1.6
PRJ-5045,Power Infrastructure,Assam,1094.7,35,30.3,24.8,5.5,26.5,1.069,80.4,82.3,74.6,73.4,30,77.3,3,4.4,0,3.9,MEDIUM,2.4,4.7
PRJ-5046,Urban Development,Tamil Nadu,467.75,37,46.0,21.0,25.0,25.0,1.19,42.2,39.7,48.6,45.7,228,40.9,4,7.9,4,8.7,CRITICAL,10.7,21.1
PRJ-5047,Railway,Himachal Pradesh,4856.18,63,57.4,57.1,0.3,60.2,1.054,95.6,86.5,89.8,89.1,0,98.0,2,2.7,0,0.7,LOW,0.1,0.8
PRJ-5048,Highway,Delhi NCR,1463.08,38,74.3,43.3,31.0,59.1,1.365,41.6,49.0,40.7,54.0,213,59.4,8,9.5,4,7.7,CRITICAL,14.1,27.6
PRJ-5049,Railway,Kerala,1282.86,63,25.7,24.9,0.8,24.8,0.996,98.9,96.2,89.9,87.7,2,97.3,1,2.5,0,2.2,LOW,0.3,0.5
PRJ-5050,Water Supply,Kerala,518.04,42,55.6,37.3,18.3,42.8,1.147,59.8,65.2,66.7,57.3,102,68.2,3,6.7,3,6.8,HIGH,6.7,16.7
PRJ-5051,Water Supply,Bihar,2155.98,23,67.3,41.6,25.7,53.6,1.288,50.6,45.7,53.5,51.4,151,66.8,4,9.0,2,7.7,CRITICAL,10.4,25.7
PRJ-5052,Highway,Gujarat,1431.98,58,37.3,34.9,2.4,37.4,1.072,91.5,96.6,98.4,93.5,6,92.0,0,0.7,0,0.8,LOW,0.1,0.8
PRJ-5053,Power Infrastructure,Kerala,1464.73,40,63.4,63.4,0.0,60.4,0.953,94.7,97.4,89.8,92.2,3,92.6,0,2.3,0,0.9,LOW,0.1,0.2
PRJ-5054,Bridge,Delhi NCR,1146.69,44,55.1,54.3,0.8,56.1,1.033,88.4,95.2,97.3,91.3,6,100.0,1,0.4,0,1.2,LOW,0.6,0.2
PRJ-5055,Highway,Rajasthan,1529.9,43,46.7,46.7,0.0,46.7,1.0,98.6,87.3,98.9,96.2,4,100.0,0,1.1,0,0.8,LOW,0.0,1.8
PRJ-5056,Highway,Madhya Pradesh,1010.46,39,76.3,75.5,0.8,75.8,1.004,88.2,95.7,88.2,87.7,4,100.0,0,1.7,0,1.6,LOW,0.0,1.1
PRJ-5057,Irrigation,West Bengal,437.75,27,36.3,31.5,4.8,35.2,1.117,73.4,74.0,85.6,73.1,36,84.1,1,3.8,0,3.9,MEDIUM,3.3,8.4
PRJ-5058,Railway,Telangana,5553.38,56,86.4,55.4,31.0,72.7,1.312,47.5,51.6,49.2,38.4,90,63.3,2,9.4,4,8.3,CRITICAL,12.1,30.0
PRJ-5059,Bridge,Rajasthan,9413.77,33,22.4,16.6,5.8,17.3,1.042,82.3,75.6,77.1,72.2,30,75.1,0,3.2,1,3.7,MEDIUM,1.7,6.0
PRJ-5060,Power Infrastructure,Kerala,1902.98,27,43.9,38.8,5.1,41.1,1.059,85.9,71.9,74.8,77.2,41,85.9,1,4.8,0,4.6,MEDIUM,2.0,6.8
PRJ-5061,Highway,Madhya Pradesh,628.26,18,44.8,44.8,0.0,45.1,1.007,96.4,92.9,89.0,90.1,0,97.7,0,0.4,0,1.2,LOW,0.5,1.3
PRJ-5062,Power Infrastructure,West Bengal,2362.25,63,26.6,26.1,0.5,26.6,1.019,88.6,91.6,95.1,90.7,2,94.4,0,0.4,0,0.8,LOW,0.0,1.3
PRJ-5063,Highway,West Bengal,1829.69,32,44.0,22.7,21.3,30.0,1.322,43.8,41.6,52.5,34.2,137,52.1,10,5.3,4,7.3,CRITICAL,11.8,30.8
PRJ-5064,Water Supply,Gujarat,337.15,38,80.5,65.2,15.3,77.8,1.193,56.1,57.1,55.6,68.7,87,79.3,4,6.4,1,5.8,HIGH,3.8,12.3
PRJ-5065,Airport,Uttarakhand,3851.62,54,77.4,77.4,0.0,75.3,0.973,95.1,89.5,90.3,94.6,4,100.0,0,3.3,0,0.6,LOW,0.3,2.4
PRJ-5066,Power Infrastructure,Bihar,2717.01,35,62.0,59.3,2.7,61.7,1.04,82.3,81.2,85.4,75.8,14,93.9,2,3.1,1,2.6,MEDIUM,3.1,9.5
PRJ-5067,Urban Development,West Bengal,1389.71,27,83.5,78.7,4.8,82.5,1.048,77.6,82.8,87.0,80.6,34,95.5,0,4.2,0,3.3,MEDIUM,1.9,6.2
PRJ-5068,Metro,Tamil Nadu,1795.65,54,82.0,60.9,21.1,78.4,1.287,39.0,31.5,46.9,50.2,168,74.0,10,6.2,4,8.7,CRITICAL,10.5,23.6
PRJ-5069,Metro,Tamil Nadu,4349.02,39,46.5,44.9,1.6,44.4,0.989,82.4,81.8,74.2,81.3,36,98.1,1,3.1,1,4.1,MEDIUM,2.8,4.9
PRJ-5070,Metro,Madhya Pradesh,3890.56,24,73.5,61.7,11.8,67.4,1.092,55.9,61.9,69.4,58.3,101,82.0,4,5.2,3,6.4,HIGH,4.6,15.3
PRJ-5071,Bridge,Uttarakhand,5412.54,32,46.8,42.9,3.9,44.3,1.033,79.4,79.9,78.1,76.4,33,91.2,3,3.9,1,3.7,MEDIUM,3.0,5.3
PRJ-5072,Airport,West Bengal,8561.48,49,39.1,34.3,4.8,37.5,1.093,73.8,71.1,82.1,73.1,29,92.6,1,2.5,1,4.7,MEDIUM,2.7,4.6
PRJ-5073,Highway,Himachal Pradesh,495.32,30,77.2,73.2,4.0,78.5,1.072,85.1,72.7,74.4,78.6,30,93.2,3,5.8,0,4.4,MEDIUM,1.9,10.7
PRJ-5074,Airport,Himachal Pradesh,1243.7,28,84.1,53.1,31.0,70.0,1.318,43.1,37.2,54.8,51.2,160,66.2,7,10.0,3,7.3,CRITICAL,14.4,29.5
PRJ-5075,Power Infrastructure,Maharashtra,1973.2,42,33.1,18.3,14.8,21.8,1.191,56.8,66.8,63.7,56.6,91,53.4,6,6.7,1,6.9,HIGH,6.7,12.8
PRJ-5076,Water Supply,Uttar Pradesh,162.51,22,73.3,49.5,23.8,65.8,1.329,48.4,49.9,45.9,40.2,164,72.0,11,7.9,3,9.3,CRITICAL,9.3,28.0
PRJ-5077,Irrigation,Odisha,558.29,28,50.4,30.0,20.4,37.7,1.257,35.4,40.5,38.1,35.8,156,55.6,6,5.7,5,9.3,CRITICAL,8.7,28.6
PRJ-5078,Water Supply,Madhya Pradesh,484.7,29,87.3,81.3,6.0,88.9,1.093,78.3,81.5,73.1,77.3,23,94.1,2,4.0,0,4.1,MEDIUM,2.7,6.5
PRJ-5079,Railway,Uttarakhand,2807.26,45,90.6,74.0,16.6,91.9,1.242,64.8,58.5,64.3,59.0,104,86.7,4,7.4,1,6.2,HIGH,6.5,13.6
PRJ-5080,Power Infrastructure,Jammu & Kashmir,6996.79,58,64.1,49.4,14.7,53.2,1.077,61.4,66.6,57.1,62.1,68,78.0,2,7.4,2,6.2,HIGH,4.9,13.2
PRJ-5081,Irrigation,Uttarakhand,654.01,35,28.0,8.3,19.7,10.2,1.229,38.7,51.1,46.9,44.6,135,30.0,5,6.9,2,7.6,CRITICAL,15.0,26.3
PRJ-5082,Highway,Rajasthan,2117.59,48,71.5,71.5,0.0,74.9,1.048,91.3,98.5,90.5,91.8,0,96.9,0,1.8,0,1.2,LOW,0.2,0.8
PRJ-5083,Highway,Madhya Pradesh,7427.84,38,54.2,47.5,6.7,49.7,1.046,76.9,79.2,86.0,76.5,39,85.3,0,3.4,0,2.8,MEDIUM,2.3,6.9
PRJ-5084,Water Supply,Himachal Pradesh,963.42,26,77.1,77.1,0.0,77.0,0.999,93.0,96.8,90.4,91.2,2,100.0,0,2.6,0,1.7,LOW,0.0,1.7
PRJ-5085,Power Infrastructure,Andhra Pradesh,3553.12,31,40.7,24.9,15.8,28.4,1.141,62.7,57.4,54.6,58.0,84,63.2,1,5.6,1,5.7,HIGH,3.6,16.8
PRJ-5086,Highway,Assam,2966.99,25,76.2,76.2,0.0,77.2,1.013,95.7,87.2,97.5,90.2,1,99.7,0,3.3,0,0.7,LOW,0.0,0.8
PRJ-5087,Bridge,Andhra Pradesh,500.56,34,75.5,59.4,16.1,68.9,1.16,57.0,56.7,63.4,57.1,84,77.0,2,3.0,3,5.9,HIGH,5.3,16.1
PRJ-5088,Railway,Maharashtra,1211.28,64,28.7,22.9,5.8,25.7,1.122,76.4,78.0,74.6,79.3,40,76.3,3,2.0,0,4.0,MEDIUM,2.5,5.4
PRJ-5089,Bridge,Odisha,2234.43,29,64.7,63.2,1.5,64.8,1.025,76.5,73.3,83.8,71.0,11,95.1,0,4.1,0,4.1,MEDIUM,3.1,6.4
PRJ-5090,Railway,Rajasthan,1856.15,38,39.9,38.4,1.5,40.0,1.042,78.1,80.8,86.5,78.7,36,96.5,0,4.3,1,2.9,MEDIUM,1.9,4.2
PRJ-5091,Bridge,Bihar,1147.46,30,81.2,77.5,3.7,78.2,1.009,77.4,80.8,84.4,76.6,33,93.5,1,3.7,0,3.2,MEDIUM,3.0,7.5
PRJ-5092,Irrigation,Telangana,803.24,23,87.2,74.3,12.9,85.5,1.151,68.2,63.4,61.8,67.0,83,83.1,2,3.4,1,5.2,HIGH,5.5,15.6
PRJ-5093,Railway,Gujarat,3616.82,35,32.5,26.6,5.9,28.1,1.056,72.1,80.6,77.4,82.1,34,80.5,3,2.5,0,4.7,MEDIUM,1.9,7.1
PRJ-5094,Highway,Jammu & Kashmir,2093.8,25,79.6,79.2,0.4,80.5,1.016,89.6,95.4,98.9,91.4,2,95.9,0,3.4,0,1.1,LOW,0.0,1.4
PRJ-5095,Water Supply,Maharashtra,374.03,27,88.5,88.5,0.0,89.5,1.011,93.4,87.9,89.2,90.7,2,100.0,0,0.8,0,0.7,LOW,0.1,1.9
PRJ-5096,Irrigation,Madhya Pradesh,382.49,15,31.4,31.1,0.3,33.1,1.064,92.0,88.5,90.1,97.1,0,100.0,2,1.7,0,1.3,LOW,0.4,0.7
PRJ-5097,Bridge,Gujarat,2337.66,18,73.4,55.1,18.3,65.2,1.183,58.0,62.0,59.7,65.3,86,78.8,2,6.3,1,5.1,HIGH,8.6,18.0
PRJ-5098,Power Infrastructure,Rajasthan,1128.81,31,44.7,26.7,18.0,31.4,1.176,45.0,36.9,51.4,35.6,140,60.1,5,7.8,4,7.3,CRITICAL,14.4,18.2
PRJ-5099,Irrigation,Uttar Pradesh,2178.27,39,42.1,42.1,0.0,44.6,1.059,91.5,98.5,98.4,91.0,4,100.0,1,0.6,0,0.6,LOW,0.2,2.1
PRJ-5100,Irrigation,Uttarakhand,691.54,34,50.7,22.3,28.4,29.8,1.336,35.4,44.4,53.1,49.6,202,43.7,6,9.9,2,7.3,CRITICAL,9.0,36.5
PRJ-5101,Bridge,Tamil Nadu,932.88,35,87.9,86.4,1.5,93.2,1.079,85.3,72.4,80.1,74.6,38,97.4,2,3.6,0,2.6,MEDIUM,2.5,7.4
PRJ-5102,Power Infrastructure,Gujarat,2883.82,21,48.6,24.5,24.1,30.5,1.245,39.1,46.4,40.2,32.5,165,49.0,3,5.6,4,7.3,CRITICAL,9.3,25.9
PRJ-5103,Power Infrastructure,Gujarat,2020.35,28,26.3,8.3,18.0,10.7,1.289,47.9,46.7,40.8,37.7,160,30.3,10,7.0,5,7.7,CRITICAL,9.9,34.5
PRJ-5104,Railway,Uttar Pradesh,5049.12,45,47.9,41.3,6.6,44.8,1.085,79.6,76.5,74.0,76.7,40,84.9,1,2.0,0,4.7,MEDIUM,1.6,5.8
PRJ-5105,Highway,Assam,3232.22,34,43.8,23.2,20.6,29.9,1.289,49.1,35.1,46.0,45.0,169,51.9,8,7.3,4,7.3,CRITICAL,12.3,27.6
PRJ-5106,Irrigation,Tamil Nadu,248.42,23,91.4,87.7,3.7,90.8,1.035,84.3,78.0,86.6,81.2,34,98.8,1,1.9,1,2.7,MEDIUM,3.0,10.0
PRJ-5107,Metro,Uttar Pradesh,3630.26,46,65.4,57.1,8.3,63.5,1.112,75.2,81.0,76.7,78.3,26,85.5,1,2.4,0,3.9,MEDIUM,3.1,6.2
PRJ-5108,Power Infrastructure,Uttar Pradesh,689.21,18,64.7,56.8,7.9,62.3,1.097,73.0,79.2,84.6,76.4,24,83.3,2,3.2,0,4.0,MEDIUM,3.3,8.4
PRJ-5109,Airport,Odisha,2452.56,31,26.6,21.6,5.0,23.0,1.065,75.5,75.7,82.8,72.6,31,86.3,3,3.2,1,2.8,MEDIUM,2.0,8.0
PRJ-5110,Railway,Gujarat,2300.79,39,38.4,21.8,16.6,25.3,1.161,58.6,54.4,55.1,63.6,73,54.5,4,4.0,2,6.4,HIGH,5.1,12.3
PRJ-5111,Highway,Himachal Pradesh,1934.53,20,48.7,30.9,17.8,36.6,1.184,59.5,55.6,66.6,59.6,106,65.6,1,4.9,3,5.1,HIGH,7.2,13.1
PRJ-5112,Highway,Telangana,1734.57,36,27.6,10.7,16.9,13.2,1.234,56.2,66.8,66.7,64.3,51,38.9,7,4.2,2,5.9,HIGH,4.6,16.0
PRJ-5113,Water Supply,Assam,748.45,13,47.9,47.9,0.0,48.0,1.002,95.5,89.4,98.0,87.2,0,99.0,0,2.3,0,1.7,LOW,0.1,0.8
PRJ-5114,Railway,Odisha,7870.02,80,38.3,24.3,14.0,28.2,1.16,58.8,57.2,65.4,56.9,52,64.3,5,3.6,1,6.0,HIGH,3.2,16.1
PRJ-5115,Bridge,Maharashtra,865.96,52,70.7,47.6,23.1,63.1,1.326,39.7,42.5,51.2,52.9,201,69.0,8,6.0,2,8.7,CRITICAL,9.1,22.3
PRJ-5116,Power Infrastructure,Assam,1722.2,26,87.8,87.2,0.6,91.5,1.049,97.6,92.6,93.9,92.1,2,100.0,1,1.1,0,1.1,LOW,0.3,0.9
PRJ-5117,Power Infrastructure,Odisha,1812.18,31,69.7,57.0,12.7,64.5,1.132,57.9,55.5,64.8,59.9,45,85.7,1,6.7,2,5.6,HIGH,4.8,19.2
PRJ-5118,Railway,Andhra Pradesh,1491.53,86,89.4,89.2,0.2,91.8,1.029,93.9,86.8,97.5,85.2,0,97.3,0,0.3,0,1.6,LOW,0.3,0.0
PRJ-5119,Highway,Delhi NCR,922.15,44,73.4,53.6,19.8,62.9,1.174,36.1,37.5,47.3,51.8,132,72.9,1,8.8,2,9.2,CRITICAL,8.5,29.1
PRJ-5120,Urban Development,Andhra Pradesh,1034.93,31,43.5,38.8,4.7,43.2,1.113,85.6,74.3,76.3,80.8,29,93.7,1,2.1,1,2.9,MEDIUM,2.3,5.5
PRJ-5121,Bridge,Gujarat,1451.37,31,79.8,50.6,29.2,61.2,1.209,53.4,49.5,42.0,43.2,213,64.2,1,9.3,2,8.5,CRITICAL,14.0,30.8
PRJ-5122,Railway,Maharashtra,5899.62,30,49.3,48.3,1.0,46.8,0.969,95.7,98.6,92.8,87.8,6,99.4,0,0.5,0,2.0,LOW,0.0,0.4
PRJ-5123,Railway,West Bengal,2062.74,59,49.3,41.3,8.0,44.6,1.08,76.4,75.4,72.2,75.0,37,82.8,2,2.5,0,3.9,MEDIUM,2.5,8.9
PRJ-5124,Metro,Uttarakhand,10720.56,51,26.5,2.0,24.5,5.0,2.5,46.4,33.2,50.5,45.9,163,15.0,7,8.1,4,8.9,CRITICAL,8.3,28.6
PRJ-5125,Airport,Kerala,1223.0,50,55.4,37.8,17.6,45.9,1.214,68.1,61.7,56.0,68.2,89,69.8,6,5.5,3,6.4,HIGH,5.4,14.1
PRJ-5126,Water Supply,Jammu & Kashmir,1101.13,16,57.5,52.5,5.0,56.3,1.072,80.3,83.2,80.8,73.1,30,89.7,2,4.4,0,3.6,MEDIUM,1.2,7.7
PRJ-5127,Power Infrastructure,Bihar,1097.72,57,22.5,13.0,9.5,14.1,1.085,63.5,54.1,59.4,59.8,90,55.2,3,5.3,1,5.2,HIGH,4.7,12.6
PRJ-5128,Bridge,Karnataka,3146.38,51,55.5,50.4,5.1,52.6,1.044,82.0,71.4,86.7,77.9,39,85.5,1,1.8,1,3.4,MEDIUM,1.6,5.5
PRJ-5129,Highway,Uttar Pradesh,5611.5,31,43.1,26.9,16.2,34.6,1.286,65.2,56.0,62.7,57.7,66,67.9,6,5.8,1,6.0,HIGH,6.9,18.4
PRJ-5130,Metro,Telangana,2683.57,29,53.3,39.4,13.9,43.9,1.114,66.8,65.8,65.2,65.8,114,75.5,2,3.1,3,6.0,HIGH,4.9,15.1
PRJ-5131,Water Supply,Uttarakhand,274.2,47,31.0,23.0,8.0,26.6,1.157,64.6,61.7,55.0,57.6,45,71.8,3,8.3,2,5.2,HIGH,3.2,13.7
PRJ-5132,Irrigation,Telangana,315.26,13,26.3,26.3,0.0,27.2,1.034,88.4,96.4,90.4,85.1,0,100.0,0,1.4,0,1.1,LOW,0.4,0.3
PRJ-5133,Urban Development,Karnataka,430.97,26,21.9,21.8,0.1,21.7,0.995,95.7,95.8,88.4,88.3,5,91.3,1,1.2,0,0.8,LOW,0.1,0.3
PRJ-5134,Metro,Jammu & Kashmir,2397.73,64,59.4,39.8,19.6,49.6,1.246,43.8,37.7,43.6,43.9,90,67.5,8,7.5,2,8.9,CRITICAL,10.2,24.5
PRJ-5135,Airport,Andhra Pradesh,1445.1,29,33.8,15.5,18.3,18.9,1.219,44.4,46.6,39.5,51.8,110,44.2,7,8.8,5,8.3,CRITICAL,12.2,26.6
PRJ-5136,Airport,Kerala,3058.82,32,88.0,86.8,1.2,84.9,0.978,89.2,90.8,94.7,97.1,3,96.6,0,3.1,0,1.0,LOW,0.2,0.9
PRJ-5137,Highway,Uttarakhand,6956.97,37,89.5,85.2,4.3,90.5,1.062,85.3,77.3,84.3,73.2,39,94.3,1,5.1,1,3.2,MEDIUM,2.4,7.9
PRJ-5138,Metro,Uttar Pradesh,6157.59,57,77.5,72.0,5.5,77.0,1.069,73.1,82.5,75.3,84.0,37,94.2,2,3.4,0,3.8,MEDIUM,3.6,7.0
PRJ-5139,Bridge,Uttarakhand,736.68,33,86.2,84.7,1.5,87.0,1.027,74.1,79.5,77.5,71.5,41,97.7,0,3.7,1,3.1,MEDIUM,3.0,5.9
PRJ-5140,Urban Development,Uttar Pradesh,368.68,27,72.2,36.8,35.4,49.2,1.337,47.5,31.5,46.2,44.9,176,52.4,5,6.3,2,9.4,CRITICAL,11.9,24.3
PRJ-5141,Water Supply,Kerala,1078.9,26,73.6,60.8,12.8,74.5,1.225,57.6,60.5,64.4,60.8,77,77.6,6,8.4,3,5.3,HIGH,3.8,17.5
PRJ-5142,Bridge,West Bengal,1895.03,19,60.7,54.3,6.4,59.0,1.087,79.5,70.7,76.4,82.1,35,86.7,1,3.7,1,4.0,MEDIUM,2.8,8.4
PRJ-5143,Bridge,Tamil Nadu,1221.38,20,44.8,38.9,5.9,42.9,1.103,82.3,77.5,77.5,80.9,31,87.4,0,3.6,1,3.1,MEDIUM,1.8,8.3
PRJ-5144,Irrigation,West Bengal,1039.73,28,87.1,69.0,18.1,82.1,1.19,58.8,53.7,66.4,62.5,88,76.4,2,5.5,2,5.8,HIGH,5.1,15.1
PRJ-5145,Power Infrastructure,Delhi NCR,1699.24,18,79.5,77.0,2.5,76.7,0.996,88.2,90.2,90.4,95.3,0,97.4,0,1.4,0,1.4,LOW,0.5,0.1
PRJ-5146,Irrigation,Andhra Pradesh,1526.92,31,38.3,24.1,14.2,28.3,1.174,59.9,56.9,65.6,61.2,92,64.3,3,3.6,2,5.7,HIGH,7.3,15.0
PRJ-5147,Airport,Odisha,3521.04,52,48.5,32.3,16.2,38.7,1.198,67.5,66.6,54.4,68.0,100,59.5,4,6.5,1,7.1,HIGH,7.2,14.9
PRJ-5148,Irrigation,Bihar,500.29,32,91.3,77.1,14.2,92.5,1.2,57.4,61.4,64.7,61.2,77,87.0,3,4.5,2,6.8,HIGH,6.6,12.2
PRJ-5149,Railway,Delhi NCR,1855.21,44,73.7,70.8,2.9,73.4,1.037,78.0,70.6,74.7,81.7,28,96.1,2,2.1,1,2.5,MEDIUM,2.4,2.8
PRJ-5150,Highway,Jammu & Kashmir,1996.41,32,79.2,49.2,30.0,66.8,1.358,36.2,47.0,47.6,35.9,137,60.9,7,9.3,4,8.3,CRITICAL,7.6,29.1
PRJ-5151,Bridge,Maharashtra,2797.42,38,79.7,79.7,0.0,79.4,0.996,94.9,98.8,95.6,97.8,6,99.2,1,1.7,0,2.0,LOW,0.0,0.4
PRJ-5152,Bridge,Rajasthan,2201.33,18,45.9,38.3,7.6,43.1,1.125,75.1,76.7,83.0,76.7,26,80.9,4,2.9,1,3.1,MEDIUM,2.5,4.4
PRJ-5153,Power Infrastructure,West Bengal,1479.52,39,33.9,16.5,17.4,19.4,1.176,67.3,55.9,56.3,59.5,90,48.9,3,5.6,3,5.6,HIGH,5.1,18.5
PRJ-5154,Bridge,Jammu & Kashmir,3749.22,46,59.2,59.2,0.0,59.3,1.002,88.7,95.8,89.0,92.0,0,99.5,0,2.8,0,0.9,LOW,0.0,1.4
PRJ-5155,Irrigation,Assam,284.41,38,87.2,85.4,1.8,85.7,1.004,95.5,94.0,98.9,85.4,0,93.8,0,2.0,0,1.5,LOW,0.4,0.0
PRJ-5156,Bridge,Assam,5131.3,50,25.7,25.7,0.0,26.0,1.012,91.1,89.8,97.6,88.5,0,100.0,0,2.2,0,0.5,LOW,0.4,1.4
PRJ-5157,Metro,Maharashtra,10697.4,41,45.2,40.9,4.3,44.3,1.083,77.8,79.4,84.2,72.3,21,89.1,2,4.2,1,2.9,MEDIUM,2.4,5.7
PRJ-5158,Irrigation,Maharashtra,1491.09,31,30.4,25.3,5.1,27.7,1.095,75.4,77.5,75.1,82.5,37,79.5,2,1.6,1,3.3,MEDIUM,2.4,7.2
PRJ-5159,Railway,Kerala,2177.01,48,54.0,33.1,20.9,41.0,1.239,58.3,68.1,57.8,59.5,83,62.2,2,4.0,1,5.3,HIGH,5.9,13.9
PRJ-5160,Highway,Himachal Pradesh,10093.52,25,24.2,23.6,0.6,23.7,1.004,88.8,95.6,89.0,86.5,1,94.4,1,1.3,0,1.9,LOW,0.0,3.1
